"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FBQWAW55","journalArticle","2015","Jain, Sanyog; Bhankur, Neha; Swarnakar, Nitin K.; Thanki, Kaushik","Phytantriol Based ""Stealth"" Lyotropic Liquid Crystalline Nanoparticles for Improved Antitumor Efficacy and Reduced Toxicity of Docetaxel","Pharmaceutical Research","","1573-904X","10.1007/s11095-015-1706-2","","PURPOSE: The present work focuses on design and development of surface functionalized LCNPs for improving tumor delivery of DTX. METHODS: Phytantriol based ""stealth"" LCNPs were prepared using hydrotrope method and optimized. The potential of developed formulation was further assessed using cell culture experiments, in vivo pharmacokinetics, in vivo pharmacodynamics and toxicity studies. RESULTS: A biphasic drug release pattern was observed with sustained release of drug till 72 h. In vitro cell culture experiments revealed efficient internalization within MCF-7 cells with 25.80-fold decrease in IC50 value for PEG-LCNPs as compared to free DTX. Mechanistic insights demonstrated preferential co-localization of LCNPs in the vicinity of the nucleus. Furthermore, in vivo pharmacokinetic studies revealed 14.45-fold enhancement in circulation half-life of PEG-LCNPs as compared to marketed formulation Taxotere®. In vivo efficacy studies PEG-LCNPs in DMBA induced breast cancer model revealed ~81% reduction in the tumor burden compared to Taxotere® which caused/achieve only 47% reduction or showed only 47% decrease. Furthermore, safety profile was noted for PEG-LCNPs as compared to Taxotere®, measured as a function of hepato- and nephro-toxicity. CONCLUSIONS: Surface functionalization of LCNPsis a viable approach for improving the therapeutic potential of DTX.","2015-10","2018-08-08 19:41:14","2018-08-08 19:41:14","","3282-3292","","10","32","","Pharm. Res.","","","","","","","","eng","","","","","PubMed","","PMID: 25968624","","","http://www.ncbi.nlm.nih.gov/pubmed/25968624","","Humans; Animals; Polyethylene Glycols; Female; Chemistry, Pharmaceutical; Drug Carriers; Antineoplastic Agents; Cell Line, Tumor; DMDA model; docetaxel; Fatty Alcohols; Half-Life; in vivo antitumor efficacy; liquid crystalline nanoparticles (LCNPs); Liquid Crystals; MCF-7 Cells; Nanoparticles; PEGylation; Rats; Rats, Sprague-Dawley; surface functionalization; Taxoids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"II6J296W","journalArticle","2011","Kulkarni, Chandrashekhar V.; Wachter, Wolfgang; Iglesias-Salto, Guillermo; Engelskirchen, Sandra; Ahualli, Silvia","Monoolein: a magic lipid?","Physical chemistry chemical physics: PCCP","","1463-9084","10.1039/c0cp01539c","","During the last few years, there has been an extraordinary increase in publications describing the manifold applications of monoolein, one of the most important lipids in the fields of drug delivery, emulsion stabilization and protein crystallization. In this perspective we present a comprehensive review of the phase behavior of this 'magic lipid'. An account of various mesophases formed in the presence of water and a collection of formulae for the calculation of their nano-structural parameters are provided. Effects of chemical and biological molecules including lipids, detergents, salts, sugars, proteins and DNA on the classical behavior are also discussed. Physicochemical triggers such as, temperature, pressure and shearing modulate the phase behavior of monoolein self assemblies that are covered in subsequent sections. Finally the growing applications of monoolein in various fields are also reported.","2011-02-28","2018-08-08 20:18:58","2018-08-08 20:18:58","","3004-3021","","8","13","","Phys Chem Chem Phys","Monoolein","","","","","","","eng","","","","","PubMed","","PMID: 21183976","","","http://www.ncbi.nlm.nih.gov/pubmed/21183976","","Micelles; Glycerides; Phase Transition; Crystallization; Electrolytes; Lipids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4VNTCRU6","journalArticle","2011","Chong, Josephine Y. T.; Mulet, Xavier; Waddington, Lynne J.; Boyd, Ben J.; Drummond, Calum J.","Steric stabilisation of self-assembled cubic lyotropic liquid crystalline nanoparticles: high throughput evaluation of triblock polyethylene oxide-polypropylene oxide-polyethylene oxide copolymers","Soft Matter","","1744-6848","10.1039/C1SM05181D","https://pubs.rsc.org/en/content/articlelanding/2011/sm/c1sm05181d","Nanostructured cubic lyotropic liquid crystalline colloidal particles (Cubosomes™) are of interest for applications such as drug and biomedical imaging agent encapsulation systems. Maintaining the stability and integrity of these nanoparticles over time is essential for their storage and application. It is well known that the triblock polyethylene oxide-polypropylene oxide-polyethylene oxide (PEO-PPO-PEO) copolymer, Pluronic F127, imparts a steric barrier to aggregation of non-lamellar lyotropic liquid crystalline particles. However, few other stabilisers have been reported for these systems. Using high throughput methodologies to prepare and characterise dispersions of monoolein and phytantriol, the performance of a wide range of triblock PEO-PPO-PEO copolymers (Pluronics) was evaluated for optimal stabilisation of cubosomes. It is shown that Pluronic F108 is superior to Pluronic F127 as a stabiliser of monoolein based nanostructured particles, as it preserves the integrity of the double diamond inverse bicontinuous cubic phase internal structure of the particles, whilst maintaining colloidal stability.","2011-05-03","2018-08-08 20:21:38","2018-08-08 20:21:38","2018-08-08 20:21:38","4768-4777","","10","7","","Soft Matter","Steric stabilisation of self-assembled cubic lyotropic liquid crystalline nanoparticles","","","","","","","en","","","","","pubs.rsc.org","","","","/Users/brunacasadei/Zotero/storage/ZYN8PKWP/c1sm05181d.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KB64ZPGB","webpage","","","Advances in structural design of lipid-based nanoparticle carriers for delivery of macromolecular drugs, phytochemicals and anti-tumor agents - ScienceDirect","","","","","https://www.sciencedirect.com/science/article/pii/S000186861730091X","","","2018-08-08 20:27:50","2018-08-08 20:27:50","2018-08-08 20:27:50","","","","","","","","","","","","","","","","","","","","","","","/Users/brunacasadei/Zotero/storage/2CTI7VF5/S000186861730091X.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8TQ2C9D2","journalArticle","2017","Angelova, Angelina; Garamus, Vasil M.; Angelov, Borislav; Tian, Zhenfen; Li, Yawen; Zou, Aihua","Advances in structural design of lipid-based nanoparticle carriers for delivery of macromolecular drugs, phytochemicals and anti-tumor agents","Advances in Colloid and Interface Science","","1873-3727","10.1016/j.cis.2017.04.006","","The present work highlights recent achievements in development of nanostructured dispersions and biocolloids for drug delivery applications. We emphasize the key role of biological small-angle X-ray scattering (BioSAXS) investigations for the nanomedicine design. A focus is given on controlled encapsulation of small molecular weight phytochemical drugs in lipid-based nanocarriers as well as on encapsulation of macromolecular siRNA, plasmid DNA, peptide and protein pharmaceuticals in nanostructured nanoparticles that may provide efficient intracellular delivery and triggered drug release. Selected examples of utilisation of the BioSAXS method for characterization of various types of liquid crystalline nanoorganizations (liposome, spongosome, cubosome, hexosome, and nanostructured lipid carriers) are discussed in view of the successful encapsulation and protection of phytochemicals and therapeutic biomolecules in the hydrophobic or the hydrophilic compartments of the nanocarriers. We conclude that the structural design of the nanoparticulate carriers is of crucial importance for the therapeutic outcome and the triggered drug release from biocolloids.","2017-11","2018-08-08 20:28:43","2018-08-08 20:28:43","","331-345","","","249","","Adv Colloid Interface Sci","","","","","","","","eng","","","","","PubMed","","PMID: 28477868","","","http://www.ncbi.nlm.nih.gov/pubmed/28477868","","Drug delivery; Nanostructured lipid carriers; BioSAXS; Liquid crystalline nanocarriers; Nanomedicines; Self-assembled biomaterials","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E8QB9SZ6","book","1996","Hyde, S.; Blum, Z.; Landh, T.; Lidin, S.; Ninham, B. W.; Andersson, S.; Larsson, K.","The Language of Shape: The Role of Curvature in Condensed Matter: Physics, Chemistry and Biology","","978-0-08-054254-6","","","","This book develops the thesis that structure and function in a variety of condensed systems - from the atomic assemblies in inorganic frameworks and organic molecules, through molecular self-assemblies to proteins - can be unified when curvature and surface geometry are taken together with molecular shape and forces. An astonishing variety of synthetic and biological assemblies can be accurately modelled and understood in terms of hyperbolic surfaces, whose richness and beauty are only now being revealed by applied mathematicians, physicists, chemists and crystallographers. These surfaces, often close to periodic minimal surfaces, weave and twist through space, carving out interconnected labyrinths whose range of topologies and symmetries challenge the imaginative powers.The book offers an overview of these structures and structural transformations, convincingly demonstrating their ubiquity in covalent frameworks from zeolites used for cracking oil and pollution control to enzymes and structural proteins, thermotropic and lyotropic bicontinuous mesophases formed by surfactants, detergents and lipids, synthetic block copolymer and protein networks, as well as biological cell assemblies, from muscles to membranes in prokaryotic and eukaryotic cells. The relation between structure and function is analysed in terms of the previously neglected hidden variables of curvature and topology. Thus, the catalytic activity of zeolites and enzymes, the superior material properties of interpenetrating networks in microstructured polymer composites, the transport requirements in cells, the transmission of nerve signals and the folding of DNA can be more easily understood in the light of this.The text is liberally sprinkled with figures and colour plates, making it accessible to both the beginning graduate student and researchers in condensed matter physics and chemistry, mineralogists, crystallographers and biologists.","1996-11-19","2018-08-08 20:31:23","2018-08-08 20:31:23","","","397","","","","","The Language of Shape","","","","","Elsevier","","en","","","","","Google Books","","Google-Books-ID: 1LZlSZ7ORrQC","","","https://books.google.com.br/books?id=1LZlSZ7ORrQC","","Mathematics / Geometry / Differential; Science / Chemistry / Physical & Theoretical; Science / Life Sciences / Biochemistry; Science / Physics / Condensed Matter; Technology & Engineering / Materials Science / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7C34WK9L","webpage","","","Nanotechnology and Its Application in Medicine | SpringerLink","","","","","https://link.springer.com/chapter/10.1007/978-1-4614-8495-0_7","","","2018-08-08 20:45:07","2018-08-08 20:45:07","2018-08-08 20:45:07","","","","","","","","","","","","","","","","","","","","","","","/Users/brunacasadei/Zotero/storage/6S9PAW9E/978-1-4614-8495-0_7.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3LD5IMVY","book","2017","Nikalje, Anna Pratima","Nanotechnology And Its Applications In Medicine: Applications of Nanotechnology in Medicine","","978-3-330-65346-7","","","","","2017-07-28","2018-08-08 20:47:36","2018-08-08 20:47:36","","","68","","","","","Nanotechnology And Its Applications In Medicine","","","","","SPS","","en","","","","","Google Books","","","","","https://books.google.com.br/books?id=-ecStAEACAAJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E8YU5M3U","journalArticle","2005","Moghimi, S. Moein; Hunter, A. Christy; Murray, J. Clifford","Nanomedicine: current status and future prospects","The FASEB Journal","","0892-6638","10.1096/fj.04-2747rev","https://www.fasebj.org/doi/10.1096/fj.04-2747rev","Applications of nanotechnology for treatment, diagnosis, monitoring, and control of biological systems has recently been referred to as “nanomedicine” by the National Institutes of Health. Research into the rational delivery and targeting of pharmaceutical, therapeutic, and diagnostic agents is at the forefront of projects in nanomedicine. These involve the identification of precise targets (cells and receptors) related to specific clinical conditions and choice of the appropriate nanocarriers to achieve the required responses while minimizing the side effects. Mononuclear phagocytes, dendritic cells, endothelial cells, and cancers (tumor cells, as well as tumor neovasculature) are key targets. Today, nanotechnology and nanoscience approaches to particle design and formulation are beginning to expand the market for many drugs and are forming the basis for a highly profitable niche within the industry, but some predicted benefits are hyped. This article will highlight rational approaches in design and surface engineering of nanoscale vehicles and entities for site-specific drug delivery and medical imaging after parenteral administration. Potential pitfalls or side effects associated with nanoparticles are also discussed.—Moghimi, S. M. Hunter, A. C., Murray, J. C. Nanomedicine: current status and future prospects.","2005-03-01","2018-08-08 20:51:38","2018-08-08 20:51:38","2018-08-08 20:51:38","311-330","","3","19","","The FASEB Journal","Nanomedicine","","","","","","","","","","","","fasebj.org (Atypon)","","","","/Users/brunacasadei/Zotero/storage/NNJ3R7RZ/fj.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QVAMSGLI","journalArticle","2008","Zhang, L.; Gu, F. X.; Chan, J. M.; Wang, A. Z.; Langer, R. S.; Farokhzad, O. C.","Nanoparticles in medicine: therapeutic applications and developments","Clinical Pharmacology and Therapeutics","","1532-6535","10.1038/sj.clpt.6100400","","Nanotechnology is the understanding and control of matter generally in the 1-100 nm dimension range. The application of nanotechnology to medicine, known as nanomedicine, concerns the use of precisely engineered materials at this length scale to develop novel therapeutic and diagnostic modalities. Nanomaterials have unique physicochemical properties, such as ultra small size, large surface area to mass ratio, and high reactivity, which are different from bulk materials of the same composition. These properties can be used to overcome some of the limitations found in traditional therapeutic and diagnostic agents.","2008-05","2018-08-08 20:54:39","2018-08-08 20:54:39","","761-769","","5","83","","Clin. Pharmacol. Ther.","Nanoparticles in medicine","","","","","","","eng","","","","","PubMed","","PMID: 17957183","","","http://www.ncbi.nlm.nih.gov/pubmed/17957183","","Humans; Drug Delivery Systems; Nanoparticles; Nanotechnology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J6BMDJVM","journalArticle","2009","Yaghmur, Anan; Glatter, Otto","Characterization and potential applications of nanostructured aqueous dispersions","Advances in Colloid and Interface Science","","1873-3727","10.1016/j.cis.2008.07.007","","The present article highlights recent advances and current status in the characterization and the utilization of nanostructured aqueous dispersions in which the submicron-sized dispersed particles envelope a distinctive well-defined self-assembled interior. The scope of this review covers dispersions of both inverted-type liquid-crystalline particles (cubosomes, hexosomes, micellar cubosomes, and sponge phases), and microemulsion droplets (emulsified microemulsions, EMEs). Recent investigations that have attempted to shed light on the characterization and the control of confined nanostructures of aqueous dispersions are surveyed, as these nanoobjects are attractive for various pharmaceutical and food applications. The focus has been placed on three main subjects: (1) our findings on the formation of EMEs and the modulation of the internal nanostructure, exploring how variations in temperature, oil content, and lipid composition significantly affect the confined nanostructures; (2) recent developments in the field of electron microscopy: using the tilt-angle cryo-TEM method or cryo-field emission scanning electron microscopy (cryo-FESEM) for observing the three dimensional (3D) morphology of non-lamellar liquid-crystalline nanostructured particles (cubosome and hexosome particles); and (3) recent studies on the utilization of nanostructured dispersions as drug nanocarriers.","2009-06","2018-08-08 21:12:27","2018-08-08 21:12:27","","333-342","","","147-148","","Adv Colloid Interface Sci","","","","","","","","eng","","","","","PubMed","","PMID: 18804754","","","http://www.ncbi.nlm.nih.gov/pubmed/18804754","","Drug Delivery Systems; Surface Properties; Water; Particle Size; Drug Carriers; Nanostructures; Emulsions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7YGU2XQ","journalArticle","2015","Pérez-Molina, Jose A.; Perez, Angela Martinez; Norman, Francesca F.; Monge-Maillo, Begoña; López-Vélez, Rogelio","Old and new challenges in Chagas disease","The Lancet. Infectious Diseases","","1474-4457","10.1016/S1473-3099(15)00243-1","","Chagas disease, caused by the parasite Trypanosoma cruzi, is a neglected disease, which can lead to cardiomyopathy, arrhythmias, megaviscera, and more rarely, polyneuropathy in up to 30-40% of patients around 20 to 30 years after acute infection. Although it is endemic in the Americas, global population movements mean that it can be located wherever migrants from endemic areas settle. The disease was first described 100 years ago and still challenges clinicians worldwide, since diagnostic, therapeutic, and prognostic methods remain insufficient. Furthermore, factors such as HIV co-infection, immunosuppressive drugs, transplantation, and neoplastic disease can alter the natural course of the infection. We present the case of a Bolivian woman with chronic T cruzi infection diagnosed at our clinic in Madrid, Spain, who subsequently developed non-Hodgkin lymphoma. Our report illustrates the challenges of an increasingly common infection seen in non-endemic countries, and highlights both daily management dilemmas and associated difficulties that arise.","2015-11","2018-08-09 13:46:31","2018-08-09 13:46:31","","1347-1356","","11","15","","Lancet Infect Dis","","","","","","","","eng","","","","","PubMed","","PMID: 26231478","","","http://www.ncbi.nlm.nih.gov/pubmed/26231478","","Humans; Chagas Disease; Trypanosoma cruzi; Female; Neglected Diseases; Adult; Antibodies, Protozoan; DNA, Protozoan; Emigrants and Immigrants; Enzyme-Linked Immunosorbent Assay; Fluorescent Antibody Technique, Indirect; Polymerase Chain Reaction; Spain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HVYKK6VE","journalArticle","2015","Chatelain, Eric","Chagas disease drug discovery: toward a new era","Journal of Biomolecular Screening","","1552-454X","10.1177/1087057114550585","","American trypanosomiasis, or Chagas disease, is the result of infection by the Trypanosoma cruzi parasite. Endemic in Latin America where it is the major cause of death from cardiomyopathy, the impact of the disease is reaching global proportions through migrating populations. New drugs that are safe, efficacious, low cost, and adapted to the field are critically needed. Over the past five years, there has been increased interest in the disease and a surge in activities within various organizations. However, recent clinical trials with azoles, specifically posaconazole and the ravuconazole prodrug E1224, were disappointing, with treatment failure in Chagas patients reaching 70% to 90%, as opposed to 6% to 30% failure for benznidazole-treated patients. The lack of translation from in vitro and in vivo models to the clinic observed for the azoles raises several questions. There is a scientific requirement to review and challenge whether we are indeed using the right tools and decision-making processes to progress compounds forward for the treatment of this disease. New developments in the Chagas field, including new technologies and tools now available, will be discussed, and a redesign of the current screening strategy during the discovery process is proposed.","2015-01","2018-08-09 13:47:41","2018-08-09 13:47:41","","22-35","","1","20","","J Biomol Screen","Chagas disease drug discovery","","","","","","","eng","","","","","PubMed","","PMID: 25245987","","","http://www.ncbi.nlm.nih.gov/pubmed/25245987","","Humans; Chagas Disease; Trypanocidal Agents; Trypanosoma cruzi; Clinical Trials as Topic; compound progression criteria; drug discovery; Drug Discovery; Research; secondary assays; translation; Treatment Outcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QBI6AJSP","journalArticle","2016","Bermudez, José; Davies, Carolina; Simonazzi, Analía; Real, Juan Pablo; Palma, Santiago","Current drug therapy and pharmaceutical challenges for Chagas disease","Acta Tropica","","1873-6254","10.1016/j.actatropica.2015.12.017","","One of the most significant health problems in the American continent in terms of human health, and socioeconomic impact is Chagas disease, caused by the protozoan parasite Trypanosoma cruzi. Infection was originally transmitted by reduviid insects, congenitally from mother to fetus, and by oral ingestion in sylvatic/rural environments, but blood transfusions, organ transplants, laboratory accidents, and sharing of contaminated syringes also contribute to modern day transmission. Likewise, Chagas disease used to be endemic from Northern Mexico to Argentina, but migrations have earned it global. The parasite has a complex life cycle, infecting different species, and invading a variety of cells - including muscle and nerve cells of the heart and gastrointestinal tract - in the mammalian host. Human infection outcome is a potentially fatal cardiomyopathy, and gastrointestinal tract lesions. In absence of a vaccine, vector control and treatment of patients are the only tools to control the disease. Unfortunately, the only drugs now available for Chagas' disease, Nifurtimox and Benznidazole, are relatively toxic for adult patients, and require prolonged administration. Benznidazole is the first choice for Chagas disease treatment due to its lower side effects than Nifurtimox. However, different strategies are being sought to overcome Benznidazole's toxicity including shorter or intermittent administration schedules-either alone or in combination with other drugs. In addition, a long list of compounds has shown trypanocidal activity, ranging from natural products to specially designed molecules, re-purposing drugs commercialized to treat other maladies, and homeopathy. In the present review, we will briefly summarize the upturns of current treatment of Chagas disease, discuss the increment on research and scientific publications about this topic, and give an overview of the state-of-the-art research aiming to produce an alternative medication to treat T. cruzi infection.","2016-04","2018-08-09 13:48:05","2019-07-05 01:25:11","","1-16","","","156","","Acta Trop.","","","","","","","","eng","","","","","PubMed","","PMID: 26747009","","; ; ","http://www.ncbi.nlm.nih.gov/pubmed/26747009; http://www.ncbi.nlm.nih.gov/pubmed/26747009; http://www.ncbi.nlm.nih.gov/pubmed/26747009","","Americas; Benznidazol; Chagas disease; Chagas Disease; Humans; Life Cycle Stages; New medication; Nifurtimox; Nitroimidazoles; Trypanocidal Agents; Trypanocidal treatment; Trypanosoma cruzi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FILN6ZKU","journalArticle","2017","Ottilie, Sabine; Goldgof, Gregory M.; Calvet, Claudia Magalhaes; Jennings, Gareth K.; LaMonte, Greg; Schenken, Jake; Vigil, Edgar; Kumar, Prianka; McCall, Laura-Isobel; Lopes, Eduardo Soares Constantino; Gunawan, Felicia; Yang, Jennifer; Suzuki, Yo; Siqueira-Neto, Jair L.; McKerrow, James H.; Amaro, Rommie E.; Podust, Larissa M.; Durrant, Jacob D.; Winzeler, Elizabeth A.","Rapid Chagas Disease Drug Target Discovery Using Directed Evolution in Drug-Sensitive Yeast","ACS chemical biology","","1554-8937","10.1021/acschembio.6b01037","","Recent advances in cell-based, high-throughput phenotypic screening have identified new chemical compounds that are active against eukaryotic pathogens. A challenge to their future development lies in identifying these compounds' molecular targets and binding modes. In particular, subsequent structure-based chemical optimization and target-based screening require a detailed understanding of the binding event. Here, we use directed evolution and whole-genome sequencing of a drug-sensitive S. cerevisiae strain to identify the yeast ortholog of TcCyp51, lanosterol-14-alpha-demethylase (TcCyp51), as the target of MMV001239, a benzamide compound with activity against Trypanosoma cruzi, the etiological agent of Chagas disease. We show that parasites treated with MMV0001239 phenocopy parasites treated with another TcCyp51 inhibitor, posaconazole, accumulating both lanosterol and eburicol. Direct drug-protein binding of MMV0001239 was confirmed through spectrophotometric binding assays and X-ray crystallography, revealing a binding site shared with other antitrypanosomal compounds that target Cyp51. These studies provide a new probe chemotype for TcCyp51 inhibition.","2017-02-17","2018-08-09 13:48:37","2018-08-09 13:48:37","","422-434","","2","12","","ACS Chem. Biol.","","","","","","","","eng","","","","","PubMed","","PMID: 27977118 PMCID: PMC5649375","","","http://www.ncbi.nlm.nih.gov/pubmed/27977118","","Chagas Disease; Trypanocidal Agents; Trypanosoma cruzi; Gas Chromatography-Mass Spectrometry; Drug Discovery; 14-alpha Demethylase Inhibitors; Amino Acid Sequence; Crystallography, X-Ray; Directed Molecular Evolution; Dose-Response Relationship, Drug; Molecular Docking Simulation; Plasmodium falciparum; Saccharomyces cerevisiae; Spectrophotometry, Ultraviolet; Sterol 14-Demethylase","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92BLFE85","journalArticle","2007","Rassi, Anis; Rassi, Anis; Rassi, Sérgio G.","Predictors of mortality in chronic Chagas disease: a systematic review of observational studies","Circulation","","1524-4539","10.1161/CIRCULATIONAHA.106.627265","","BACKGROUND: Chagas disease is a major cause of morbidity and mortality in Latin America. Knowledge of the predictors of prognosis can help clinical decision making by identifying patients' level of risk. METHODS AND RESULTS: We reviewed the published literature on prognostic factors in patients with Chagas disease by performing a PubMed search for articles published in any language between 1985 and February 2006 and hand searches of the reference lists of retrieved articles. Studies were selected if they included patients in the chronic phase of Chagas disease, analyzed a clearly defined outcome (all-cause mortality, sudden cardiac deaths, and/or cardiovascular deaths), and used multivariable regression models of prognosis. From 606 potentially relevant studies, 12 met the inclusion criteria: 8 clinic-based studies including 3928 patients and 4 hospital-based studies including 349 patients. Impaired left ventricular function by echocardiogram or cineventriculogram was found to be the most common and consistent independent predictor of death. New York Heart Association functional class III/IV and cardiomegaly on the chest radiography also were independently associated with higher mortality. More recently, strong evidence was found that nonsustained ventricular tachycardia on 24-hour Holter monitoring indicated an adverse prognosis. The typical ECG abnormalities showed limited additional prognostic value. Other often-mentioned risk factors, advanced age and male sex, showed inconsistent results. A formal meta-analysis was not feasible because of the heterogeneity of published studies and the lack of minimal standards in reporting results. CONCLUSIONS: A systematic review of published studies indicates that impaired left ventricular function, New York Heart Association class III/IV, cardiomegaly, and nonsustained ventricular tachycardia indicate a poor prognosis in patients with chronic Chagas disease.","2007-03-06","2018-08-09 13:49:29","2018-08-09 13:49:29","","1101-1108","","9","115","","Circulation","Predictors of mortality in chronic Chagas disease","","","","","","","eng","","","","","PubMed","","PMID: 17339568","","","http://www.ncbi.nlm.nih.gov/pubmed/17339568","","Humans; Chagas Disease; Female; Chronic Disease; Adult; Aged; Algorithms; Cardiomegaly; Case Management; Chagas Cardiomyopathy; Death, Sudden, Cardiac; Electrocardiography; Electrocardiography, Ambulatory; Follow-Up Studies; Heart Failure; Kaplan-Meier Estimate; Latin America; Male; Middle Aged; Multivariate Analysis; Prognosis; Radiography; Risk; Tachycardia, Ventricular; Ultrasonography; Ventricular Dysfunction, Left","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2VCZAT99","book","2012","Organization, World Health; Disease, TDR Disease Reference Group on chagas; Leishmaniasis, Human African Trypanosomiasis and","Research priorities for Chagas disease, human African trypanosomiasis and leishmaniasis","","978-92-4-120975-5","","","http://apps.who.int/iris/handle/10665/77472","xii, 100 p.","2012","2018-08-09 14:01:09","2018-08-09 14:01:09","2018-08-09 14:01:09","","","","","","","","","","","","World Health Organization","","en","","","","","apps.who.int","","","","/Users/brunacasadei/Zotero/storage/NGD6GYD8/Organization et al. - 2012 - Research priorities for Chagas disease, human Afri.pdf; /Users/brunacasadei/Zotero/storage/K7TGQL76/77472.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K6RGY6FL","journalArticle","2014","Zingales, Bianca; Miles, Michael A.; Moraes, Carolina B.; Luquetti, Alejandro; Guhl, Felipe; Schijman, Alejandro G.; Ribeiro, Isabela; Drugs for Neglected Disease Initiative; Chagas Clinical Research Platform Meeting","Drug discovery for Chagas disease should consider Trypanosoma cruzi strain diversity","Memorias Do Instituto Oswaldo Cruz","","1678-8060","","","This opinion piece presents an approach to standardisation of an important aspect of Chagas disease drug discovery and development: selecting Trypanosoma cruzi strains for in vitro screening. We discuss the rationale for strain selection representing T. cruzi diversity and provide recommendations on the preferred parasite stage for drug discovery, T. cruzi discrete typing units to include in the panel of strains and the number of strains/clones for primary screens and lead compounds. We also consider experimental approaches for in vitro drug assays. The Figure illustrates the current Chagas disease drug-discovery and development landscape.","2014-09","2018-08-09 14:01:55","2018-08-09 14:01:55","","828-833","","6","109","","Mem. Inst. Oswaldo Cruz","","","","","","","","eng","","","","","PubMed","","PMID: 25317712 PMCID: PMC4238778","","","http://www.ncbi.nlm.nih.gov/pubmed/25317712","","Chagas Disease; Trypanocidal Agents; Trypanosoma cruzi; Neglected Diseases; Clinical Trials as Topic; Drug Discovery; Life Cycle Stages; Biodiversity; Species Specificity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HLN8XAJ6","book","","","","","","","","","","","2018-08-09 14:07:43","2018-08-09 14:07:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9PWX93IR","webpage","","","Imagem: Livro - Parasitologia Humana no Submarino.com","","","","","https://www.google.com/imgres?imgurl=https://images-submarino.b2w.io/produtos/01/00/item/110187/2/110187232SZ.jpg&imgrefurl=https://www.submarino.com.br/produto/110187232&h=1000&w=1000&tbnid=acyK2yC0iZJLMM:&q=NEVES,+David+Pereira.+Parasitologia+humana&tbnh=151&tbnw=151&usg=AFrqEzfiPFJs6x2FYgfCaBflzyOZN6AFCw&vet=12ahUKEwjUlf7JkuDcAhVKG5AKHTM8AWwQ_B0wCnoECAoQFA..i&docid=XnR7h0tM63-EwM&itg=1&client=safari&sa=X&ved=2ahUKEwjUlf7JkuDcAhVKG5AKHTM8AWwQ_B0wCnoECAoQFA","Encontrada no Google em submarino.com.br","","2018-08-09 14:09:33","2018-08-09 14:09:33","2018-08-09 14:09:33","","","","","","","Imagem","","","","","","","pt-BR","","","","","","","","","/Users/brunacasadei/Zotero/storage/XE8VMMEC/imgres.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
